State,AreaName,All_Poverty,M_Poverty,F_Poverty,FIPS,Med_Income,M_With,M_Without,F_With,F_Without,All_With,All_Without,Incidence_Rate,Avg_Ann_Incidence,RecentTrend,Mortality_Rate,Avg_Ann_Deaths,POPESTIMATE2015,Rising,Falling
GA,"Chatham County, Georgia",50980,21510,29470,13051,47218,104174,23951,119106,24088,223280,48039,65.2,183,stable,44.4,126,286956,0,0
GA,"Chattooga County, Georgia",5488,2243,3245,13055,32913,9063,2149,10018,2139,19081,4288,101.5,31,stable,74.5,23,24922,0,0
GA,"Cherokee County, Georgia",24273,11323,12950,13057,68926,93307,17236,99818,14680,193125,31916,73.2,135,stable,46.7,84,235900,0,0
GA,"Clarke County, Georgia",40559,18801,21758,13059,32162,46322,10381,53847,9368,100169,19749,61.8,52,stable,41.6,36,123912,0,0
GA,"Clayton County, Georgia",65787,29093,36694,13063,40938,91148,33348,106904,32596,198052,65944,65.1,115,falling,45.5,79,273955,0,1
GA,"Clinch County, Georgia",2339,915,1424,13065,24015,2631,644,2665,720,5296,1364,86.9,7,stable,56,4,6893,0,0
GA,"Cobb County, Georgia",87880,40060,47820,13067,65873,283287,61679,312433,56631,595720,118310,60.3,341,falling,40.3,223,741334,0,1
GA,"Coffee County, Georgia",9975,4089,5886,13069,33965,14017,4585,16269,4704,30286,9289,79.5,34,stable,59.9,25,43108,0,0
GA,"Colquitt County, Georgia",12086,5622,6464,13071,32409,15045,7292,17560,5434,32605,12726,89.5,44,stable,62,30,45844,0,0
GA,"Columbia County, Georgia",12517,5247,7270,13073,71021,57173,6985,62660,6391,119833,13376,61.4,73,stable,43.8,53,144052,0,0
GA,"Cook County, Georgia",4244,1837,2407,13075,35683,6130,2021,6425,2313,12555,4334,90,17,stable,60.5,12,17124,0,0
GA,"Coweta County, Georgia",17489,7061,10428,13077,62461,56787,8063,60351,7622,117138,15685,65,78,stable,47.4,57,138427,0,0
GA,"Crawford County, Georgia",2122,984,1138,13079,41825,5257,1072,5226,836,10483,1908,100.7,16,stable,65.9,9,12388,0,0
GA,"Crisp County, Georgia",7468,3161,4307,13081,31615,8719,1980,9882,2284,18601,4264,72.3,21,stable,59.2,17,22881,0,0
GA,"Dade County, Georgia",2300,986,1314,13083,46434,6555,1335,7142,1264,13697,2599,79.7,17,stable,79.3,16,16264,0,0
GA,"Dawson County, Georgia",3156,1372,1784,13085,56943,9301,1797,9935,1457,19236,3254,74.1,21,stable,61.8,16,23312,0,0
GA,"Decatur County, Georgia",7418,3071,4347,13087,31284,9471,2732,11253,2606,20724,5338,70.4,23,stable,58.2,19,27174,0,0
GA,"DeKalb County, Georgia",135469,61067,74402,13089,51376,266420,70503,307491,64529,573911,135032,53.2,311,falling,37.8,216,734871,0,1
GA,"Dodge County, Georgia",4279,2065,2214,13091,34271,7503,1809,8548,1351,16051,3160,81.3,20,stable,53.6,13,20882,0,0
GA,"Dooly County, Georgia",3673,1729,1944,13093,28696,4541,1544,5394,1140,9935,2684,58.6,10,stable,29.8,5,14035,0,0
GA,"Dougherty County, Georgia",27557,11753,15804,13095,32084,32319,9804,40211,9197,72530,19001,73.4,72,stable,60.9,59,91332,0,0
GA,"Douglas County, Georgia",22118,9856,12262,13097,53881,53134,11539,59541,11129,112675,22668,81.1,90,stable,55,59,140733,0,0
GA,"Early County, Georgia",2916,1293,1623,13099,31680,3871,934,4701,914,8572,1848,61.5,9,stable,60.1,8,10575,0,0
GA,"Effingham County, Georgia",5749,2473,3276,13103,63100,22974,3773,22833,4476,45807,8249,85.2,41,stable,65.8,29,57106,0,0
GA,"Elbert County, Georgia",3664,1459,2205,13105,35388,7653,1521,8694,1435,16347,2956,73.4,20,stable,56,15,19364,0,0
GA,"Emanuel County, Georgia",6700,3151,3549,13107,32229,7750,2841,9203,2169,16953,5010,67.6,18,stable,59.3,16,22708,0,0
GA,"Evans County, Georgia",2857,1127,1730,13109,37865,3903,817,4597,1013,8500,1830,68.8,9,stable,54.8,7,10787,0,0
GA,"Fannin County, Georgia",5404,2047,3357,13111,37049,9310,2140,10093,2040,19403,4180,73.2,29,stable,46.6,20,24303,0,0
GA,"Fayette County, Georgia",9129,3883,5246,13113,79066,47425,4750,50925,4698,98350,9448,47.4,57,stable,34.1,40,110714,0,0
GA,"Floyd County, Georgia",19605,9048,10557,13115,41549,36663,8536,40916,7882,77579,16418,81.1,92,stable,55.5,63,96504,0,0
GA,"Forsyth County, Georgia",13547,5932,7615,13117,88816,85640,11472,87649,10870,173289,22342,60.6,90,stable,35,51,212438,0,0
GA,"Franklin County, Georgia",5122,2253,2869,13119,33816,8671,2036,9360,1836,18031,3872,81.4,25,stable,64.5,19,22311,0,0
GA,"Fulton County, Georgia",167391,72577,94814,13121,57207,395438,75916,432816,71007,828254,146923,54.5,431,falling,38.3,298,1010562,0,1
GA,"Gilmer County, Georgia",6664,3541,3123,13123,40228,10809,3588,11237,2791,22046,6379,76.1,32,stable,39.1,16,29400,0,0
GA,"Glynn County, Georgia",14981,6339,8642,13127,45918,30774,7351,35063,7594,65837,14945,71.9,73,stable,50.9,51,83579,0,0
GA,"Gordon County, Georgia",11188,5321,5867,13129,41612,21972,5414,22625,5339,44597,10753,94.7,55,stable,74.1,43,56574,0,0
GA,"Grady County, Georgia",7648,3529,4119,13131,34187,9315,3037,9964,2735,19279,5772,74,23,stable,64.5,19,25205,0,0
GA,"Greene County, Georgia",4033,1870,2163,13133,42408,6205,1667,6972,1310,13177,2977,69.9,19,stable,37.3,10,16710,0,0
GA,"Gwinnett County, Georgia",117553,54558,62995,13135,60289,330105,87272,355186,81567,685291,168839,51.8,288,falling,37.3,200,895823,0,1
GA,"Habersham County, Georgia",7220,3357,3863,13137,40907,16605,3957,16796,3866,33401,7823,64.4,35,stable,49.3,27,43996,0,0
GA,"Hall County, Georgia",34120,16393,17727,13139,51202,73737,19196,76493,17175,150230,36371,61.2,108,stable,45.6,81,193535,0,0
GA,"Hancock County, Georgia",2113,835,1278,13141,24925,2620,447,3321,625,5941,1072,38.8,5,stable,41.6,5,8551,0,0
GA,"Haralson County, Georgia",5724,2583,3141,13143,41910,11440,2323,12250,2189,23690,4512,94.4,33,falling,76,26,28854,0,1
GA,"Harris County, Georgia",2991,1317,1674,13145,63824,13962,1999,14769,1625,28731,3624,62,24,stable,45.8,17,33381,0,0
GA,"Hart County, Georgia",5403,2421,2982,13147,37653,9591,2477,10690,1905,20281,4382,69,25,stable,51.1,19,25534,0,0
GA,"Heard County, Georgia",2349,1048,1301,13149,41525,4696,946,4900,932,9596,1878,104.6,15,stable,64.6,9,11539,0,0
GA,"Henry County, Georgia",27162,11870,15292,13151,60424,85371,14877,94784,15133,180155,30010,60.3,102,stable,46.7,74,217739,0,0
GA,"Houston County, Georgia",25111,10623,14488,13153,53270,58947,10117,65869,9306,124816,19423,73.2,96,stable,56.4,72,150033,0,0
GA,"Irwin County, Georgia",2300,1081,1219,13155,34156,3483,913,3663,807,7146,1720,83.4,10,stable,68.5,8,9245,0,0
GA,"Jackson County, Georgia",8314,3770,4544,13157,53379,25164,4923,26283,4530,51447,9453,78.4,50,stable,62.1,37,63360,0,0
GA,"Jasper County, Georgia",2785,1269,1516,13159,42368,5250,1356,5831,1056,11081,2412,78.7,12,stable,45.2,7,13635,0,0
GA,"Jeff Davis County, Georgia",3309,1383,1926,13161,36385,5847,1475,5753,1799,11600,3274,76.2,13,stable,74.9,13,14920,0,0
GA,"Jefferson County, Georgia",4889,2228,2661,13163,26557,5460,2074,6623,1709,12083,3783,62.8,14,stable,68.8,14,16106,0,0
GA,"Jenkins County, Georgia",2984,1335,1649,13165,24604,3388,1032,3609,811,6997,1843,68.6,7,stable,60,6,8957,0,0
GA,"Johnson County, Georgia",2125,1064,1061,13167,34438,4053,936,3524,722,7577,1658,65.4,8,stable,53.9,7,9656,0,0
GA,"Jones County, Georgia",4770,2119,2651,13169,51857,11697,2189,12775,1798,24472,3987,79.9,27,stable,56.7,18,28494,0,0
GA,"Lamar County, Georgia",3713,1794,1919,13171,40344,6918,1516,7795,1609,14713,3125,86.5,18,stable,70.7,15,18201,0,0
GA,"Lanier County, Georgia",2675,1226,1449,13173,37605,3545,1171,4178,968,7723,2139,77.2,8,stable,63.3,6,10312,0,0
GA,"Laurens County, Georgia",12823,5604,7219,13175,32356,18632,3499,21023,3685,39655,7184,69.5,41,stable,54.6,32,47731,0,0
GA,"Lee County, Georgia",3417,1356,2061,13177,61537,11578,1659,12983,1398,24561,3057,83.2,19,stable,62.2,14,29202,0,0
GA,"Liberty County, Georgia",11047,4963,6084,13179,42201,22886,4140,27203,3953,50089,8093,76.8,30,stable,46.7,18,62467,0,0
GA,"Lincoln County, Georgia",1912,799,1113,13181,34243,3005,613,3339,676,6344,1289,65.3,7,stable,54.5,6,7673,0,0
GA,"Long County, Georgia",2936,1244,1692,13183,48863,5944,1405,7095,1139,13039,2544,88.9,10,stable,60.6,7,17731,0,0
GA,"Lowndes County, Georgia",28907,13270,15637,13185,36834,40735,10962,46699,10123,87434,21085,65.3,62,stable,52.8,49,112865,0,0
GA,"Lumpkin County, Georgia",5559,2398,3161,13187,43804,12100,2752,13756,1907,25856,4659,72.3,24,stable,50,16,31408,0,0
GA,"McDuffie County, Georgia",5410,2397,3013,13189,36656,8135,1936,9121,2099,17256,4035,69.5,18,stable,57.6,14,21540,0,0
GA,"McIntosh County, Georgia",2956,1296,1660,13191,42988,5469,1281,6025,1132,11494,2413,55,11,stable,39.5,8,13969,0,0
GA,"Macon County, Georgia",3639,1541,2098,13193,28684,4552,1488,5046,1199,9598,2687,69,11,stable,55.9,9,13632,0,0
GA,"Madison County, Georgia",4798,2176,2622,13195,41912,11295,2515,12103,2143,23398,4658,90.4,31,stable,70.8,23,28441,0,0
GA,"Marion County, Georgia",1836,640,1196,13197,36242,3072,1249,3655,663,6727,1912,64.6,7,falling,56.7,6,8761,0,1
GA,"Meriwether County, Georgia",4733,2135,2598,13199,35832,8287,1832,9123,1925,17410,3757,66.8,19,stable,54,15,21190,0,0
GA,"Miller County, Georgia",1608,648,960,13201,33983,2210,518,2575,471,4785,989,89.1,8,stable,64.8,6,5854,0,0
GA,"Mitchell County, Georgia",5905,2385,3520,13205,31915,7804,2078,8547,2342,16351,4420,85.1,23,stable,56.2,15,22574,0,0
GA,"Monroe County, Georgia",3492,1480,2012,13207,48744,10708,1782,11425,1731,22133,3513,72.7,24,stable,41,13,27103,0,0
GA,"Montgomery County, Georgia",2076,979,1097,13209,34672,3344,832,3630,785,6974,1617,71.7,7,stable,66.8,6,8951,0,0
GA,"Morgan County, Georgia",2529,1047,1482,13211,51820,7275,1122,7953,1354,15228,2476,65.5,16,stable,49.2,11,18046,0,0
GA,"Murray County, Georgia",7765,3685,4080,13213,35539,14877,4265,16243,3793,31120,8058,103.1,42,stable,69.7,28,39565,0,0
GA,"Muscogee County, Georgia",38921,16697,22224,13215,42306,71343,14830,87018,13855,158361,28685,70.3,134,stable,51.7,99,200579,0,0
GA,"Newton County, Georgia",17281,7478,9803,13217,49179,40481,7653,45244,8348,85725,16001,78.9,69,stable,59.5,51,105473,0,0
GA,"Oconee County, Georgia",2487,1084,1403,13219,72182,14971,1716,15812,1701,30783,3417,46.8,15,stable,34.3,11,35965,0,0
GA,"Oglethorpe County, Georgia",2316,1054,1262,13221,44226,6078,1142,6369,957,12447,2099,75.4,14,stable,44.5,8,14871,0,0
GA,"Paulding County, Georgia",18445,7439,11006,13223,60109,61605,10000,65284,9849,126889,19849,77.7,83,stable,51.9,51,152238,0,0
GA,"Peach County, Georgia",5471,2439,3032,13225,41588,10354,2667,11558,2377,21912,5044,77.9,22,stable,71.9,20,26720,0,0
GA,"Pickens County, Georgia",3418,1479,1939,13227,54123,12454,2293,12939,1782,25393,4075,82.3,34,stable,54,22,30309,0,0
GA,"Pierce County, Georgia",4455,2269,2186,13229,40247,7350,1945,7718,1777,15068,3722,80.1,18,stable,70.5,16,19103,0,0
GA,"Pike County, Georgia",2132,1008,1124,13231,51338,7234,1444,7439,1428,14673,2872,75.6,15,stable,62.9,12,17941,0,0
GA,"Polk County, Georgia",8767,3831,4936,13233,37853,15636,4410,17711,3149,33347,7559,102,48,stable,77.5,37,41524,0,0
GA,"Pulaski County, Georgia",1929,655,1274,13235,38750,3916,858,4421,852,8337,1710,50.6,8,stable,37.8,6,11396,0,0
GA,"Putnam County, Georgia",3446,1912,1534,13237,44299,8179,2278,9375,1249,17554,3527,74.4,23,stable,55.9,17,21353,0,0
GA,"Quitman County, Georgia",558,208,350,13239,31487,855,251,1046,174,1901,425,110.8,5,stable,87.2,4,2302,0,0
GA,"Rabun County, Georgia",3458,1544,1914,13241,35211,5685,2167,6431,1784,12116,3951,67.1,18,stable,46.3,13,16281,0,0
GA,"Randolph County, Georgia",2145,1079,1066,13243,28377,2791,888,2898,620,5689,1508,56.6,6,stable,40.9,5,7193,0,0
GA,"Richmond County, Georgia",48498,20943,27555,13245,37424,73605,15946,86184,15914,159789,31860,72.7,148,falling,56.8,113,201793,0,1
GA,"Rockdale County, Georgia",14155,6535,7620,13247,50455,32871,7965,36981,8361,69852,16326,60.7,49,stable,40.3,32,88856,0,0
GA,"Screven County, Georgia",3482,1551,1931,13251,34466,5274,1358,5852,1327,11126,2685,79.1,15,stable,57,10,14162,0,0
GA,"Seminole County, Georgia",1595,594,1001,13253,34905,3165,893,3756,849,6921,1742,66.4,9,stable,38.8,5,8647,0,0
GA,"Spalding County, Georgia",14238,5975,8263,13255,40246,24186,5838,28153,4617,52339,10455,74.3,55,stable,52.2,38,64051,0,0
GA,"Stephens County, Georgia",4707,2468,2239,13257,40315,10161,2186,11520,1748,21681,3934,76.8,27,stable,63.1,22,25586,0,0
GA,"Stewart County, Georgia",1645,693,952,13259,21118,1401,648,1860,389,3261,1037,65.5,4,stable,65,4,5851,0,0
GA,"Sumter County, Georgia",9741,4124,5617,13261,32758,11738,2388,13950,2450,25688,4838,63.1,22,stable,48.6,17,30779,0,0
GA,"Talbot County, Georgia",1291,630,661,13263,34078,2635,485,2787,563,5422,1048,73.2,7,stable,61.4,5,6337,0,0
GA,"Tattnall County, Georgia",5646,2173,3473,13267,33980,7168,1613,8696,1947,15864,3560,100.8,26,stable,79.1,20,25229,0,0
GA,"Taylor County, Georgia",2351,1041,1310,13269,28143,2958,903,3593,739,6551,1642,54.2,6,stable,43.1,5,8330,0,0
GA,"Telfair County, Georgia",3565,1401,2164,13271,26449,4484,1276,5636,1127,10120,2403,55.1,11,stable,45.6,9,16400,0,0
GA,"Terrell County, Georgia",3216,1329,1887,13273,28688,3138,942,3922,881,7060,1823,63,8,stable,53.7,6,9113,0,0
GA,"Thomas County, Georgia",10335,4943,5392,13275,36641,16665,4194,19432,3831,36097,8025,74.5,41,stable,60.6,34,45063,0,0
GA,"Tift County, Georgia",11372,4841,6531,13277,37653,14468,4956,16409,4533,30877,9489,71.4,31,stable,54.1,23,40764,0,0
GA,"Toombs County, Georgia",6674,2769,3905,13279,33679,9405,3180,11303,2984,20708,6164,74,23,stable,58.6,18,27241,0,0
GA,"Towns County, Georgia",1862,817,1045,13281,37000,4375,762,4735,764,9110,1526,62.4,15,stable,56.5,12,11182,0,0
GA,"Treutlen County, Georgia",1242,491,751,13283,38596,2427,519,2918,501,5345,1020,78.5,6,stable,61,5,6785,0,0
GA,"Troup County, Georgia",14388,5631,8757,13285,41489,26673,5391,30199,5172,56872,10563,71.1,52,stable,50.6,37,69763,0,0
GA,"Turner County, Georgia",2027,1067,960,13287,31806,2846,1128,3240,770,6086,1898,80.4,9,stable,54.9,6,8214,0,0
GA,"Twiggs County, Georgia",2324,976,1348,13289,30468,3447,682,3660,630,7107,1312,91.8,12,stable,57.2,7,8390,0,0
GA,"Union County, Georgia",2860,1353,1507,13291,40799,8616,1695,9628,1331,18244,3026,70.4,30,stable,43.5,18,22267,0,0
GA,"Upson County, Georgia",6137,2988,3149,13293,35774,10356,1973,11483,2142,21839,4115,87.8,31,stable,56.5,20,26368,0,0
GA,"Walker County, Georgia",11818,5435,6383,13295,41632,27895,4896,28522,5676,56417,10572,84.3,72,stable,76.4,65,68066,0,0
GA,"Walton County, Georgia",11801,4642,7159,13297,54453,36422,5187,37677,6185,74099,11372,67.9,61,stable,53.5,47,88399,0,0
GA,"Ware County, Georgia",9686,3807,5879,13299,34909,12488,3237,14200,3448,26688,6685,70.6,32,stable,50.6,22,35370,0,0
GA,"Warren County, Georgia",1485,619,866,13301,29176,2094,438,2470,481,4564,919,84.9,7,stable,70.4,6,5460,0,0
GA,"Washington County, Georgia",4961,2052,2909,13303,37932,7449,1569,8563,1594,16012,3163,68.2,17,stable,49.4,12,20816,0,0
GA,"Wayne County, Georgia",5633,2316,3317,13305,38955,10408,3006,11328,3135,21736,6141,76.2,25,stable,59.3,19,29534,0,0
GA,"Wheeler County, Georgia",1177,404,773,13309,27620,1508,335,1962,544,3470,879,62.8,5,stable,51.2,4,7903,0,0
GA,"White County, Georgia",5195,2364,2831,13311,40888,11160,2236,11932,2264,23092,4500,69.8,27,stable,47.3,17,28319,0,0
GA,"Whitfield County, Georgia",19270,8532,10738,13313,40596,39089,11898,40821,10887,79910,22785,77.6,79,stable,64.5,64,104216,0,0
GA,"Wilcox County, Georgia",1599,675,924,13315,32043,2808,532,3002,597,5810,1129,64.9,7,stable,45.7,5,8857,0,0
GA,"Wilkes County, Georgia",2795,1122,1673,13317,32727,3817,797,4416,788,8233,1585,66,10,stable,57.7,9,9867,0,0
GA,"Wilkinson County, Georgia",1640,661,979,13319,38485,3862,674,4275,476,8137,1150,79.9,11,stable,56.9,8,9155,0,0
GA,"Worth County, Georgia",4445,1961,2484,13321,37974,7876,2283,8636,2197,16512,4480,70.8,19,stable,51.3,13,20699,0,0
HI,"Hawaii County, Hawaii",36756,17957,18799,15001,52108,86553,8577,88674,6523,175227,15100,44.9,107,stable,33.3,79,196428,0,0
HI,"Honolulu County, Hawaii",92404,41559,50845,15003,74460,429201,26111,457423,20975,886624,47086,48.3,550,stable,32.9,377,998714,0,0
HI,"Kauai County, Hawaii",7384,3291,4093,15007,65101,31135,3317,32223,2228,63358,5545,45.2,39,stable,34.6,30,71735,0,0
HI,"Maui County, Hawaii",17388,7899,9489,15009,66476,72806,6977,74047,5505,146853,12482,43.2,80,stable,28.6,51,164637,0,0
IA,"Adair County, Iowa",764,274,490,19001,46526,3329,296,3429,233,6758,529,65.2,8,stable,42.3,5,7228,0,0
IA,"Allamakee County, Iowa",1491,620,871,19005,45890,6267,742,6077,667,12344,1409,39.9,9,stable,35.3,8,13886,0,0
IA,"Appanoose County, Iowa",1719,749,970,19007,41394,5533,706,5627,672,11160,1378,78.5,15,rising,56.3,11,12529,1,0
IA,"Benton County, Iowa",2440,1215,1225,19011,60606,12198,616,12243,509,24441,1125,67.5,22,stable,50.2,17,25658,0,0
IA,"Black Hawk County, Iowa",19887,8889,10998,19013,48369,59036,5024,62677,4475,121713,9499,72.5,108,stable,56.3,84,133455,0,0
IA,"Boone County, Iowa",2588,1093,1495,19015,52985,11723,1177,12144,725,23867,1902,61.3,21,stable,47.4,17,26643,0,0
IA,"Bremer County, Iowa",1894,671,1223,19017,62163,11386,568,11904,318,23290,886,41.6,14,stable,31.7,10,24722,0,0
IA,"Buchanan County, Iowa",1970,843,1127,19019,56150,9284,996,9578,887,18862,1883,82.8,21,stable,56.2,15,21062,0,0
IA,"Buena Vista County, Iowa",2452,1068,1384,19021,48195,9022,1388,8938,886,17960,2274,40.9,10,stable,28.4,7,20493,0,0
IA,"Butler County, Iowa",1322,533,789,19023,52360,6876,437,6901,491,13777,928,45.4,10,stable,35.4,8,14915,0,0
IA,"Calhoun County, Iowa",1384,658,726,19025,44921,4349,298,4471,263,8820,561,54.6,9,stable,40.4,7,9818,0,0
IA,"Carroll County, Iowa",2047,675,1372,19027,50559,9502,392,9945,427,19447,819,60.8,18,stable,44.4,14,20498,0,0
IA,"Cass County, Iowa",1855,888,967,19029,43750,6042,505,6474,308,12516,813,73.2,15,stable,57.1,12,13427,0,0
IA,"Cedar County, Iowa",1393,615,778,19031,59047,8437,466,8851,379,17288,845,66.5,16,stable,40.6,10,18340,0,0
IA,"Cerro Gordo County, Iowa",5665,2333,3332,19033,46122,19432,1546,20426,1418,39858,2964,65.8,43,stable,41.7,27,43017,0,0
IA,"Cherokee County, Iowa",1281,565,716,19035,48599,5309,509,5252,390,10561,899,47.6,10,stable,36.3,8,11574,0,0
IA,"Chickasaw County, Iowa",1067,493,574,19037,47040,5706,396,5630,384,11336,780,52.9,10,stable,44,8,12097,0,0
IA,"Clarke County, Iowa",1493,658,835,19039,43327,3958,680,4065,439,8023,1119,70.6,9,rising,58.4,7,9259,1,0
IA,"Clay County, Iowa",1848,727,1121,19041,50389,7388,616,7707,544,15095,1160,57.8,13,stable,41.5,10,16507,0,0
IA,"Clayton County, Iowa",1941,799,1142,19043,48007,8115,684,8114,656,16229,1340,60.3,16,stable,37.1,10,17644,0,0
IA,"Clinton County, Iowa",6608,2840,3768,19045,50498,21990,1640,22956,1284,44946,2924,64.1,42,stable,50.5,33,47768,0,0
IA,"Crawford County, Iowa",3367,1594,1773,19047,48084,7484,1129,7631,807,15115,1936,54.8,12,stable,33.6,8,17094,0,0
IA,"Dallas County, Iowa",4796,2038,2758,19049,76320,34604,2002,36040,1736,70644,3738,61.6,38,stable,36.7,22,80133,0,0
IA,"Davis County, Iowa",1657,662,995,19051,48888,3242,1023,3150,1212,6392,2235,53.6,6,stable,36.9,4,8769,0,0
IA,"Decatur County, Iowa",1541,722,819,19053,38560,3601,468,3449,622,7050,1090,65,7,stable,40.5,5,8220,0,0
IA,"Delaware County, Iowa",1717,855,862,19055,58274,8234,452,8359,297,16593,749,38.4,9,stable,25.7,6,17403,0,0
IA,"Des Moines County, Iowa",6010,2095,3915,19057,44423,17543,1763,19146,1255,36689,3018,86.7,49,stable,58.6,33,40055,0,0
IA,"Dickinson County, Iowa",1100,433,667,19059,57265,7864,524,7901,469,15765,993,59.6,18,stable,41.3,12,17111,0,0
IA,"Dubuque County, Iowa",11189,4826,6363,19061,54605,44017,2826,45546,2267,89563,5093,59.4,70,falling,46.7,56,97125,0,1
IA,"Emmet County, Iowa",1250,524,726,19063,47795,4217,614,4425,389,8642,1003,69.8,10,stable,45.3,7,9769,0,0
IA,"Fayette County, Iowa",2550,1189,1361,19065,44928,9182,997,9220,835,18402,1832,59.9,19,stable,40.2,13,20257,0,0
IA,"Floyd County, Iowa",1957,836,1121,19067,44797,7168,721,7339,613,14507,1334,65.7,16,stable,55.1,13,15960,0,0
IA,"Franklin County, Iowa",1372,651,721,19069,48605,4792,399,4761,384,9553,783,54.7,8,rising,45.3,7,10295,1,0
IA,"Fremont County, Iowa",757,372,385,19071,53324,3162,317,3270,234,6432,551,76.2,8,stable,63,7,6906,0,0
IA,"Greene County, Iowa",1135,460,675,19073,46898,4174,252,4412,221,8586,473,63.7,9,rising,56.4,8,9027,1,0
IA,"Grundy County, Iowa",757,288,469,19075,56750,5728,300,6002,225,11730,525,48.7,9,stable,33.5,6,12435,0,0
IA,"Guthrie County, Iowa",1199,515,684,19077,51013,4793,474,4992,343,9785,817,55.6,9,stable,51.9,9,10676,0,0
IA,"Hamilton County, Iowa",1712,700,1012,19079,49813,6519,842,7204,528,13723,1370,64.7,14,stable,41,9,15190,0,0
IA,"Hancock County, Iowa",924,413,511,19081,52981,5254,289,5137,260,10391,549,58.8,9,stable,47.4,8,10974,0,0
IA,"Hardin County, Iowa",1454,584,870,19083,51019,7755,617,7942,535,15697,1152,58.5,16,stable,46.9,13,17367,0,0
IA,"Harrison County, Iowa",1398,633,765,19085,53567,6389,699,6658,472,13047,1171,86.4,18,stable,48.3,10,14265,0,0
IA,"Henry County, Iowa",2695,1303,1392,19087,49321,8589,702,8945,648,17534,1350,70.4,18,stable,51.5,13,19950,0,0
IA,"Howard County, Iowa",1081,472,609,19089,49869,4305,326,4313,376,8618,702,41.9,6,stable,35.7,5,9410,0,0
IA,"Humboldt County, Iowa",1155,447,708,19091,47252,4394,301,4616,246,9010,547,54.5,9,stable,31,5,9555,0,0
IA,"Ida County, Iowa",809,395,414,19093,46993,3226,300,3149,267,6375,567,55.6,6,stable,41.7,5,7028,0,0
IA,"Iowa County, Iowa",1391,615,776,19095,59375,7475,521,7678,421,15153,942,47.5,11,stable,40.6,9,16401,0,0
IA,"Jackson County, Iowa",2343,899,1444,19097,49028,8854,774,8959,794,17813,1568,66.1,18,stable,53.8,15,19444,0,0
IA,"Jasper County, Iowa",3342,1456,1886,19099,55033,15903,1312,16644,1164,32547,2476,72.4,36,stable,53.8,27,36827,0,0
IA,"Jefferson County, Iowa",2311,1294,1017,19101,42899,7808,1132,7504,729,15312,1861,49.5,11,stable,34.6,7,17555,0,0
IA,"Johnson County, Iowa",23537,11609,11928,19103,55700,62291,5726,65282,4449,127573,10175,50.5,53,stable,36.7,37,144251,0,0
IA,"Jones County, Iowa",1950,828,1122,19105,55060,8896,559,9288,493,18184,1052,57.8,17,stable,36.6,11,20466,0,0
IA,"Keokuk County, Iowa",1374,613,761,19107,43838,4763,393,4784,228,9547,621,68.1,10,stable,55.1,9,10163,0,0
IA,"Kossuth County, Iowa",1357,532,825,19109,51496,7112,425,7158,327,14270,752,58,14,stable,41.4,10,15165,0,0
IA,"Lee County, Iowa",5791,2606,3185,19111,43312,15554,1813,15861,1472,31415,3285,73.2,36,stable,59.7,30,35089,0,0
IA,"Linn County, Iowa",20747,9853,10894,19113,59322,98672,7125,102735,6117,201407,13242,65.7,152,falling,47.6,110,219916,0,1
IA,"Louisa County, Iowa",1357,589,768,19115,51144,5331,366,5018,426,10349,792,64.1,9,stable,44.9,6,11185,0,0
IA,"Lucas County, Iowa",1126,596,530,19117,43962,3889,436,3961,312,7850,748,60.1,8,stable,44.5,6,8682,0,0
IA,"Lyon County, Iowa",843,404,439,19119,57130,5292,567,5245,449,10537,1016,45.2,7,stable,24.4,3,11745,0,0
IA,"Madison County, Iowa",1164,567,597,19121,60060,7185,541,7336,395,14521,936,58.2,11,stable,40.4,8,15753,0,0
IA,"Mahaska County, Iowa",3206,1330,1876,19123,48726,10334,800,10558,470,20892,1270,79.1,22,stable,66.6,19,22324,0,0
IA,"Marion County, Iowa",3124,1459,1665,19125,54693,15729,734,15889,647,31618,1381,57.4,24,stable,43.6,18,33294,0,0
IA,"Marshall County, Iowa",4429,2268,2161,19127,53351,18265,1919,18398,1389,36663,3308,65.8,35,falling,49.3,27,40746,0,1
IA,"Mills County, Iowa",1300,667,633,19129,63979,6865,528,6811,418,13676,946,73.1,13,stable,49.1,9,14844,0,0
IA,"Mitchell County, Iowa",1005,476,529,19131,49488,4662,625,4802,456,9464,1081,48.2,9,stable,24.8,5,10832,0,0
IA,"Monona County, Iowa",1233,529,704,19133,40302,4113,336,4084,343,8197,679,58.3,9,stable,46.6,8,8979,0,0
IA,"Monroe County, Iowa",944,348,596,19135,46304,3490,602,3357,417,6847,1019,74.8,9,stable,71.3,8,7973,0,0
IA,"Montgomery County, Iowa",1717,715,1002,19137,42418,4447,518,4980,327,9427,845,59,10,stable,50.8,8,10234,0,0
IA,"Muscatine County, Iowa",5219,2406,2813,19139,53676,19539,1665,19543,1683,39082,3348,62.8,31,stable,48.4,23,43011,0,0
IA,"O'Brien County, Iowa",1013,473,540,19141,55227,6514,472,6423,477,12937,949,53.2,12,stable,39.3,9,13984,0,0
IA,"Osceola County, Iowa",521,192,329,19143,49448,2812,263,2737,295,5549,558,52.1,5,stable,47.2,5,6154,0,0
IA,"Page County, Iowa",2262,1116,1146,19145,43912,6505,822,6810,597,13315,1419,98,23,stable,50.1,12,15527,0,0
